Question,Option_1,Option_2,Option_3,Option_4,Correct_Answer,Level
What is grid search?,Exhaustively searching hyperparameter combinations,Random search,Bayesian optimization,Manual tuning,Option_1,Intermediate
What is random search?,Randomly sampling hyperparameter combinations,Grid search,Exhaustive search,Sequential search,Option_1,Intermediate
What is Bayesian optimization?,Probabilistic approach to hyperparameter optimization,Grid search,Random search,Manual search,Option_1,Advanced
What are ensemble methods?,Combining multiple models for better performance,Single model,Parameter tuning,Feature engineering,Option_1,Intermediate
What is bagging?,Training multiple models on random data samples,Boosting method,Stacking method,Voting method,Option_1,Intermediate
What is boosting?,Sequentially training models focusing on mistakes,Parallel training,Independent training,Weighted training,Option_1,Intermediate
What is gradient boosting?,Building models sequentially minimizing loss,Simple boosting,Bagging method,Stacking method,Option_1,Advanced
What is stacking?,Training meta-model on predictions of base models,Simple ensemble,Voting ensemble,Averaging ensemble,Option_1,Advanced
What is AI bias?,Systematic errors in AI systems favoring certain groups,Random errors,Overfitting,Underfitting,Option_1,Intermediate
What is fairness in AI?,Ensuring AI systems treat all fairly without discrimination,Equal accuracy,Same weights,Random outputs,Option_1,Intermediate
What is interpretability in AI?,Ability to explain AI model decisions,Model complexity,Training speed,Prediction speed,Option_1,Intermediate
What is adversarial robustness?,Model's resistance to adversarial attacks,High accuracy,Fast inference,Small model size,Option_1,Advanced
What are adversarial examples?,Inputs designed to fool AI models,Training examples,Valid inputs,Normal data,Option_1,Advanced
What is robotics in AI?,Applying AI to robot control and decision making,Building robots,Manufacturing,Hardware design,Option_1,Intermediate
What is path planning?,Finding optimal route for robot movement,Robot vision,Gripper control,Sensor integration,Option_1,Intermediate
What is SLAM?,Simultaneous Localization and Mapping for robot navigation,Robot learning,Vision system,Control system,Option_1,Advanced
What is inverse kinematics?,Calculating joint angles for desired end-effector position,Forward kinematics,Dynamics,Control,Option_1,Advanced
What is a Large Language Model (LLM)?,Neural network trained on large text data for language tasks,Small model,Supervised classifier,Clustering algorithm,Option_1,Intermediate
What is prompt engineering?,Crafting inputs to guide LLM outputs effectively,Model training,Feature engineering,Data preprocessing,Option_1,Intermediate
What is few-shot learning?,Model learning from few examples,Zero-shot learning,One-shot learning,Many-shot learning,Option_1,Intermediate
What is zero-shot learning?,Model performing task without specific training examples,Few-shot learning,One-shot learning,Transfer learning,Option_1,Advanced
What is chain-of-thought prompting?,Guiding model through step-by-step reasoning,Direct prompting,Question answering,Summarization,Option_1,Advanced
What is LIME?,Local Interpretable Model-agnostic Explanations,Feature importance,Attention weights,Gradient visualization,Option_1,Advanced
What is SHAP?,SHapley Additive exPlanations for model interpretability,Attention mechanism,Feature scaling,Regularization,Option_1,Advanced
What is feature importance?,Measuring contribution of each feature to predictions,Feature engineering,Feature selection,Dimensionality reduction,Option_1,Intermediate
What is attention visualization?,Showing which inputs model focuses on,Attention mechanism,Model architecture,Training process,Option_1,Intermediate
